Track name,Artist name,Album,Playlist name,Type,ISRC,Tidal - id
"You Know That I Knew","Het Droste Effect","SOAR","Favorites tracks","Favorite","SEYOK1520039","48516769"
"Doo Wop","Anna Butterss","Activities","Favorites tracks","Favorite","QZRC52200051","229571043"
"Theta","Masma Dream World","Play at Night","Favorites tracks","Favorite","USWEX2000212","150857874"
"Your Pulse","Minami Deutsch","Fortune Goodies","Favorites tracks","Favorite","TCAGH2274444","236604912"
"Cosoco","Juana Molina","Halo","Favorites tracks","Favorite","ARF901600104","70584924"
"Bones","Crumb","Crumb","Favorites tracks","Favorite","TCACR1635419","109316508"
"Indian Food","Dumbo Gets Mad","Quantum Leap","Favorites tracks","Favorite","QMPKX1312189","44337678"
"Windowpane","Mild High Club","Timeline","Favorites tracks","Favorite","US2S71504002","185646603"
"Doo Dah","HOMESHAKE","In the Shower","Favorites tracks","Favorite","QM8QH1400303","34328967"
"Strange Fruit","Cassandra Wilson","New Moon Daughter","Favorites tracks","Favorite","USUM71314436","77610095"
"The Undercover Man (2005 Digital Remaster)","Van Der Graaf Generator","Godbluff","Favorites tracks","Favorite","GBAAA0500248","1334102"
"Dött kluster","Bada","Bada","Favorites tracks","Favorite","SEYOK2034357","148062243"
"Tahitian Moon","Porno For Pyros","Good God's Urge","Favorites tracks","Favorite","USWB19500351","4081631"
"The Darkside","The Limiñanas","Down Underground - LP's 2009 / 2014","Favorites tracks","Favorite","TCAAR1045099","82994432"
"Lucy's talking","Kid Loco","Kill your darlings","Favorites tracks","Favorite","FR69R0100010","59513408"
"In the Shade of the Sun","Kapitan Korsakov","stuff&such","Favorites tracks","Favorite","BEH551100011","15747393"
"Space Cadet","Kyuss","Welcome to Sky Valley","Favorites tracks","Favorite","USEE10301961","580854"
"Ten Cent Pistol","The Black Keys","Brothers (Deluxe Remastered Anniversary Edition)","Favorites tracks","Favorite","USNO12000178","163704389"
"Remains of Nothing","Archive","25","Favorites tracks","Favorite","GBPVV1802574","108920286"
"Conspiranoia","Primus","Conspiranoid","Favorites tracks","Favorite","USATO2200144","222883728"
"Private Execution","The Drones","Feelin Kinda Free","Favorites tracks","Favorite","AUY211500001","56202366"
"New Life Baby Paris","Mala","Miracles","Favorites tracks","Favorite","GBZSU0900022","200677961"
"Wildfire","SBTRKT","SBTRKT","Favorites tracks","Favorite","GBBKS1100054","6921097"
"Only in America: When the Curtains of the Night are Peeled Back","Matthew E. White","Only in America","Favorites tracks","Favorite","GBCEL2200034","240148518"
"Cherokee","Animal Collective","Cherokee (Dennis Bovell Remix)","Favorites tracks","Favorite","GBCEL2200295","227375325"
"Fulton Park","Cola","Deep in View","Favorites tracks","Favorite","USA2B2104397","209813273"
"Alifib","Robert Wyatt","Rock Bottom","Favorites tracks","Favorite","GBCEL0800612","3746343"
"No Quarter (Remaster)","Led Zeppelin","Houses of the Holy (Remaster)","Favorites tracks","Favorite","USAT21300896","53660475"
"Hey, Jane","Motorpsycho","Trust Us","Favorites tracks","Favorite","NOAAC9801130","13976280"
"Monsters","Sault","Untitled (Black Is)","Favorites tracks","Favorite","UKMEH2000079","145480586"
"Bone Machine","Pixies","Surfer Rosa (2007 Remaster)","Favorites tracks","Favorite","GBAFL0700138","49794923"
"San Sebastian","Holy Fuck","Deleter","Favorites tracks","Favorite","GBKPL1969258","245159122"
"The Bellman's Speech","Bajka","Sunday in Bed, Vol. 4 (Sexy Sounds for Lazy Lovers)","Favorites tracks","Favorite","DEDW90900044","83181852"
"Monkey","Dan Melchior's Broke Revue","Lords of the Manor","Favorites tracks","Favorite","USA3D1510036","49799646"
"Sunrise: A Song of Two Humans","Park Jiha","The Gleam","Favorites tracks","Favorite","DETP62100132","203541486"
"Lahar","Carlos Casas","Kamana","Favorites tracks","Favorite","FRIDO2112252","193829698"
"Lesson","Toxic","This Is Beautiful Because We Are Beautiful People","Favorites tracks","Favorite","QMPFN1300290","184756753"
"The Chase","Circuit des Yeux","-io","Favorites tracks","Favorite","USMTD2100299","192242400"
"Right is Alright, Wrong is to Belong","Moin","Moot!","Favorites tracks","Favorite","FR96X2142088","197231322"
"Material World","Hayden Thorpe","Moondust For My Diamond","Favorites tracks","Favorite","GBCEL2100065","200394809"
"Cherokee","Animal Collective","Cherokee (Dennis Bovell Remix)","Favorites tracks","Favorite","GBCEL2200295","227375325"
"Fulton Park","Cola","Deep in View","Favorites tracks","Favorite","USA2B2104397","209813273"
"Alifib","Robert Wyatt","Rock Bottom","Favorites tracks","Favorite","GBCEL0800612","3746343"
"No Quarter (Remaster)","Led Zeppelin","Houses of the Holy (Remaster)","Favorites tracks","Favorite","USAT21300896","53660475"
"Hey, Jane","Motorpsycho","Trust Us","Favorites tracks","Favorite","NOAAC9801130","13976280"
"Monsters","Sault","Untitled (Black Is)","Favorites tracks","Favorite","UKMEH2000079","145480586"
"Bone Machine","Pixies","Surfer Rosa (2007 Remaster)","Favorites tracks","Favorite","GBAFL0700138","49794923"
"San Sebastian","Holy Fuck","Deleter","Favorites tracks","Favorite","GBKPL1969258","245159122"
"The Bellman's Speech","Bajka","Sunday in Bed, Vol. 4 (Sexy Sounds for Lazy Lovers)","Favorites tracks","Favorite","DEDW90900044","83181852"
"Monkey","Dan Melchior's Broke Revue","Lords of the Manor","Favorites tracks","Favorite","USA3D1510036","49799646"
"Sunrise: A Song of Two Humans","Park Jiha","The Gleam","Favorites tracks","Favorite","DETP62100132","203541486"
"Lahar","Carlos Casas","Kamana","Favorites tracks","Favorite","FRIDO2112252","193829698"
"Lesson","Toxic","This Is Beautiful Because We Are Beautiful People","Favorites tracks","Favorite","QMPFN1300290","184756753"
"The Chase","Circuit des Yeux","-io","Favorites tracks","Favorite","USMTD2100299","192242400"
"Right is Alright, Wrong is to Belong","Moin","Moot!","Favorites tracks","Favorite","FR96X2142088","197231322"
"Material World","Hayden Thorpe","Moondust For My Diamond","Favorites tracks","Favorite","GBCEL2100065","200394809"
"Made of Gold","Ibeyi","Made of Gold","Favorites tracks","Favorite","GBBKS2100225","202620075"
"Dostochka","DakhaBrakha","Alambari","Favorites tracks","Favorite","FRX452025539","134449530"
"Fugazi","Babehoven","Fugazi","Favorites tracks","Favorite","QZAZS2208301","205412280"
"Slow This Bird Down","Boards of Canada","The Campfire Headphase","Favorites tracks","Favorite","GBBPW0500106","16025827"
"Left Side Drive","Boards of Canada","Trans Canada Highway","Favorites tracks","Favorite","GBBPW0600025","16023745"
"Savanne","Vieux Farka Touré","Ali","Favorites tracks","Favorite","USJ5G2127401","236020234"
"All Masks","Robert Glasper","All Masks","Favorites tracks","Favorite","USC4R2110506","238916845"
"Burrowing","Bastien Keb","Organ Recital","Favorites tracks","Favorite","GBYG52279015","315841495"
"Ceremony","Diaframma","Albori","Favorites tracks","Favorite","IT0680700203","70678061"
"Sun Medallion","King Tuff","Was Dead","Favorites tracks","Favorite","USA2B1301914","149690824"
"PUSH (The Drunk)","Stig Christensen","Io","Favorites tracks","Favorite","DK1V12100804","199212589"
"Beautiful Song","Horsegirl","Versions of Modern Performance","Favorites tracks","Favorite","USMTD2100668","228590014"
"Blank Curtain","Cola","Deep in View","Favorites tracks","Favorite","USA2B2104796","209813265"
"El Paraguas","Adrian Quesada Feat. Gabriel Garzon Montano","Boleros Psicodélicos","Favorites tracks","Favorite","USATO2100289","220318658"
"Failure","Fashion Club","Scrutiny","Favorites tracks","Favorite","QMGEB2208002","222849372"
"In the Country","La Luz","La Luz","Favorites tracks","Favorite","USHF32113601","198583154"
"Insia","Jaubi","Nafs at Peace","Favorites tracks","Favorite","PLU242100015","195489535"
"No Future/No Past","Cloud Nothings","Attack on Memory","Favorites tracks","Favorite","US22N1207001","178318660"
"Good Grief","English Teacher","Polyawkward","Favorites tracks","Favorite","UKJ7P2000068","343861131"
"Be Unbarred, O Ye Gates of Hell","Deerhoof","Actually, You Can","Favorites tracks","Favorite","USJZA2137701","189403906"
"Strings of Light","Yussef Kamaal","Black Focus","Favorites tracks","Favorite","GBMEF1600916","179168641"
"Lift Off","Tom Misch","What Kinda Music","Favorites tracks","Favorite","UKDBV2000007","137799208"
"My Attitude My Horoscope","Astrid Sonne","outside of your lifetime","Favorites tracks","Favorite","FRX282140893","190166285"
"Middle of the Lake","Martha Wainwright","Love Will Be Reborn","Favorites tracks","Favorite","CAM371903097","182116231"
"Worldwild","O'Sisters","Worldwild","Favorites tracks","Favorite","USL4Q1818391","98101262"
"Flash","Joan As Police Woman","The Deep Field","Favorites tracks","Favorite","BEP011000166","160963306"
"24 - Hour Delivery Club","KICK","Light Figures","Favorites tracks","Favorite","USA2B2200293","216418064"
"Shadow, Pt. 2","Loren Connors","Shadow","Favorites tracks","Favorite","AU3SE2200125","216105244"
"The Mirror","Ben Shemie","Desiderata","Favorites tracks","Favorite","USJZA2239303","225654330"
"Zombie","Swet Shop Boys","Sufi La","Favorites tracks","Favorite","GB5P51700112","106697610"
"If I Could Find You (Eternity)","The Holydrug Couple","Moonlust","Favorites tracks","Favorite","US5NR1512905","44628590"
"Cali Colors","Daniel Villarreal","Panamá 77","Favorites tracks","Favorite","QM84B2154006","217775210"
"Take Stage","Wu-Lu","LOGGERHEAD","Favorites tracks","Favorite","GBBPW2200014","236450864"
"Hungry Ghosts","Kidkanevil","BUBBLE","Favorites tracks","Favorite","GBMCZ0601716","227950423"
"Braindrops","Tropical Fuck Storm","Braindrops","Favorites tracks","Favorite","USJZA1929906","113616684"
"¡Oh, Algoritmo! (feat. Noga Erez)","Jorge Drexler","Tinta y Tiempo","Favorites tracks","Favorite","ES5022102759","223606138"
"Sunset Boulevard","Renata Zeiguer","Picnic in the Dark","Favorites tracks","Favorite","USWEX2200011","210220392"
"Blood Moon","Converge","Bloodmoon: I","Favorites tracks","Favorite","USEP42156001","196017209"
"My Heart","Marcos Resende","Marcos Resende & Index","Favorites tracks","Favorite","GBDCR2000045","161108839"
"Visions","Joe Chambers","Samba de Maracatu","Favorites tracks","Favorite","USUM72024104","174261628"
"O Morro","Naima Bock","Giant Palm","Favorites tracks","Favorite","USSUB2148610","223189824"
"Finding Faces","Mice Parade","lapapọ","Favorites tracks","Favorite","GBDCA2003686","216224495"
"Weird Fishes","Lianne La Havas","Lianne La Havas","Favorites tracks","Favorite","GBAHT2000178","166436881"
"Space 6","Nala Sinephro","Space 1.8","Favorites tracks","Favorite","GBBPW2100172","195672010"
"P.T.S.Tea","Goat Girl","On All Fours","Favorites tracks","Favorite","GBCVZ2000076","168518420"
"Spare Change","Michael Hedges","Aerial Boundaries","Favorites tracks","Favorite","USWH18401026","668292"
"Down To Zero","Joan Armatrading","Joan Armatrading","Favorites tracks","Favorite","GBAAM7601003","177528596"
"Luma","Senking","Pong","Favorites tracks","Favorite","DEAS91000021","5954797"
"Suspended","Messa","Close","Favorites tracks","Favorite","QMDA62187127","202873306"
"Ark","Steve Gunn","Eyes On The Lines","Favorites tracks","Favorite","USMTD1607910","60799319"
"Dying Breed","Big'n","Discipline Through Sound 25","Favorites tracks","Favorite","QMEU32110799","211502584"
"Lonely Lover","Xenia Rubinos","Black Terry Cat","Favorites tracks","Favorite","USEP41539022","121046383"
"Mexican Chef","Xenia Rubinos","Black Terry Cat","Favorites tracks","Favorite","USEP41539017","121046378"
"Earthlings","Anteloper","Pink Dolphins","Favorites tracks","Favorite","QM84B2156003","230613798"
"Don't Wanna Be","Xenia Rubinos","Black Terry Cat","Favorites tracks","Favorite","USEP41539016","121046377"
"3 Klavierstücke, Op. 11: No. 1, Mäßige Viertel","Glenn Gould","Glenn Gould plays Schoenberg: Klavierstücke opp. 11, 19, 23, 33; Piano Suite op. 25; Piano Concerto op. 42; Fantasy for Violin & Piano op. 47; Ode to Napoleon Buonaparte op. 41; Lieder opp. 1; 2; 3; 6; 12; 14; 15; 48","Favorites tracks","Favorite","USSM10104988","20262482"
"Kinda Feelin' Good","Wet Tuna","Warping All By Yourself","Favorites tracks","Favorite","USA2B2200338","215549638"
"Mo Ba Nin","Flip Kowlier","Otoradio","Favorites tracks","Favorite","BEX501011705","189260169"
"Artificial Stasis","Lee Bannon","Pattern of Excel","Favorites tracks","Favorite","GBCFB1500901","45148240"
"Fuzz Jam","The Lazy Eyes","SongBook","Favorites tracks","Favorite","QMDA62115608","202647592"
"Bussdown","Jorja Smith","Be Right Back","Favorites tracks","Favorite","QM6MZ2119962","180572498"
"Running (feat. Ghetts)","Pip Millett","Running (feat. Ghetts)","Favorites tracks","Favorite","GBARL2100442","181954173"
"Eniko","Arp","Le Palace","Favorites tracks","Favorite","QMV8L1928605","396097909"
"Mure","Kukangendai","Mure","Favorites tracks","Favorite","ATE691903202","294677040"
"Glue","Black Sea Dahu","I Am My Mother","Favorites tracks","Favorite","CH4132100052","209894682"
"Consume","Plastikman","Consumed","Favorites tracks","Favorite","CAM269850001","137608700"
"Blaxploitation","Noname","Room 25","Favorites tracks","Favorite","QM24S1834471","259321031"
"Shim Sham","Kaitlyn Aurelia Smith","I Could Be Your Dog / I Could Be Your Moon","Favorites tracks","Favorite","US2J72200304","220478773"
"Chants Of The Deep Ones","Blut Aus Nord","Disharmonium - Undreamable Abysses","Favorites tracks","Favorite","FXQ732100078","216472505"
"Cooksonia","Richard Dawson","Henki","Favorites tracks","Favorite","GBCEL2100258","205415748"
"Catching Rare Birds","тпсб","Sekundenschlaf","Favorites tracks","Favorite","GBG8Q1700491","80954978"
"Are You For Real","Carmen Villain","Both Lines Will Be Blue","Favorites tracks","Favorite","NOSTS1949020","131437615"
"Modern Guy","Death From Above 1979","Is 4 Lovers","Favorites tracks","Favorite","CAUM72000271","177669749"
"Neon Blue","Amelia Meath","Neon Blue","Favorites tracks","Favorite","QZPKV2101301","190480275"
"A Circle of Trees","Adam Harding","Bonnie Rides With Us","Favorites tracks","Favorite","USJZA2241031","225183908"
"Through It All","Lady Wray","Piece of Me","Favorites tracks","Favorite","QZ2L62100129","196583558"
"Chants Of The Deep Ones","Blut Aus Nord","Disharmonium - Undreamable Abysses","Favorites tracks","Favorite","FXQ732100078","216472505"
"Cooksonia","Richard Dawson","Henki","Favorites tracks","Favorite","GBCEL2100258","205415748"
"Catching Rare Birds","тпсб","Sekundenschlaf","Favorites tracks","Favorite","GBG8Q1700491","80954978"
"Are You For Real","Carmen Villain","Both Lines Will Be Blue","Favorites tracks","Favorite","NOSTS1949020","131437615"
"Modern Guy","Death From Above 1979","Is 4 Lovers","Favorites tracks","Favorite","CAUM72000271","177669749"
"Neon Blue","Amelia Meath","Neon Blue","Favorites tracks","Favorite","QZPKV2101301","190480275"
"A Circle of Trees","Adam Harding","Bonnie Rides With Us","Favorites tracks","Favorite","USJZA2241031","225183908"
"Through It All","Lady Wray","Piece of Me","Favorites tracks","Favorite","QZ2L62100129","196583558"
"Perfect Harmony","El Michels Affair","Yeti Season (Deluxe Version)","Favorites tracks","Favorite","QZ2L62000072","214859779"
"Emblema","Rhabdomantic Orchestra","Almagre","Favorites tracks","Favorite","DEEQ72214704","216780484"
"Habibi Baby","Rosa Brunello","Habibi Baby","Favorites tracks","Favorite","US25X2200596","217263122"
"Randee","Andrew Scott Young","Post Wook","Favorites tracks","Favorite","QZNL72100061","207655616"
"Somehow","Lebenswelt","Unspoken Words","Favorites tracks","Favorite","ITSGO2100004","210493287"
"Between","DJ Mesh","Winter's Day Between Ancient Times","Favorites tracks","Favorite","IL6211500212","134493791"
"Throw Some Light","Burnt Sugar the Arkestra Chamber","All You Zombies Dig the Luminosity","Favorites tracks","Favorite","QMW8H1500009","75683107"
"Say Black","The Brkn Record","The Architecture of Oppression, Pt. 1","Favorites tracks","Favorite","GBCLQ2100237","190234739"
"Supernatural","C'Mon Tigre","Scenario","Favorites tracks","Favorite","FR2X42227064","216977921"
"Do You","GHOSTWOMAN","Ghost Woman","Favorites tracks","Favorite","GBJXP2243402","397586322"
"Mỹ Lai Lullaby","Vân-Ánh Vanessa Võ","Mỹ Lai","Favorites tracks","Favorite","USSF12225101","217344858"
"Egyptian Cadillac","Alex Izenberg","I'm Not Here","Favorites tracks","Favorite","GBCEL2100379","228106074"
"La Firma del Legionario","Blak Saagan","Se Ci Fosse La Luce Sarebbe Bellissimo","Favorites tracks","Favorite","UK9AV2100580","251566123"
"Lift Me Up","Vince Staples","Summertime '06","Favorites tracks","Favorite","USUM71507465","46953055"
"Every Moment","Elzhi","Zhigeist","Favorites tracks","Favorite","USHKR0919703","211271936"
"Tanß","Biosphere","Shortwave Memories","Favorites tracks","Favorite","NOBIP2101010","206092208"
"Contain (In Key)","Plastikman & Chilly Gonzales","Consumed In Key","Favorites tracks","Favorite","CAM262100001","212355126"
"Tarraquab","Jon Balke","Siwan - Hafla","Favorites tracks","Favorite","DEB332172601","225083344"
"Paténipat","Charlotte Adigéry","Paténipat","Favorites tracks","Favorite","GBPVV1802581","99568762"
"Monaka","Kikagaku Moyo","Kumoyo Island","Favorites tracks","Favorite","JPE472200001","225160960"
"Worms","Viagra Boys","Street Worms (Deluxe Edition)","Favorites tracks","Favorite","SE5AJ1600460","224122491"
"DIMANCHE SOIR","Hubert Lenoir","OCTEMBRE","Favorites tracks","Favorite","CALTS2100006","259561373"
"No Noon","Rejoicer","Puzzles","Favorites tracks","Favorite","IL6721700321","134412836"
"Not for Mammon","Rejoicer","Voodoo at Home","Favorites tracks","Favorite","IL6721700537","200586638"
"Baleine","Tout Bleu","Baleine","Favorites tracks","Favorite","CHA832197402","202563350"
